Model;Query;Result;Verification Time;Memory Usage;Discovered States;Explored States;Stored States;Query Property;Extra Tokens;Verification Method;Symmetry;Search Order;Approximation Method;Approximation Constant
Uninett2011.tapn;All3;Satisfied;0.027 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P64 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P64 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uran.tapn;Reach_P22;Satisfied;0.021 s;N/A;7;3;6;AG (!(deadlock) or Routings.P22 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uran.tapn;Waypoint_P19_visited;Satisfied;0.023 s;N/A;7;3;6;AG (P19_visited.P19_visited >= 1 or Routings.P22 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uran.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uran.tapn;All3;Satisfied;0.021 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P22 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P22 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsCarrier.tapn;Reach_P141;Satisfied;0.029 s;N/A;6;3;5;AG (!(deadlock) or Routings.P141 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsCarrier.tapn;Waypoint_P133_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P133_visited.P133_visited >= 1 or Routings.P141 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsCarrier.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P7_visited.P7_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsCarrier.tapn;All3;Satisfied;0.028 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P141 >= 1) and (P133_visited.P133_visited >= 1 or Routings.P141 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsSignal.tapn;Reach_P60;Satisfied;0.027 s;N/A;8;3;7;AG (!(deadlock) or Routings.P60 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsSignal.tapn;Waypoint_P33_visited;Satisfied;0.032 s;N/A;8;3;7;AG (P33_visited.P33_visited >= 1 or Routings.P60 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsSignal.tapn;LoopFree;Satisfied;0.03 s;N/A;8;3;7;AG P8_visited.P8_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
UsSignal.tapn;All3;Satisfied;0.029 s;N/A;8;3;7;AG ((!(deadlock) or Routings.P60 >= 1) and (P33_visited.P33_visited >= 1 or Routings.P60 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uunet.tapn;Reach_P47;Satisfied;0.033 s;N/A;14;3;13;AG (!(deadlock) or Routings.P47 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uunet.tapn;Waypoint_P4_visited;Satisfied;0.036 s;N/A;14;3;13;AG (P4_visited.P4_visited >= 1 or Routings.P47 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uunet.tapn;LoopFree;Satisfied;0.031 s;N/A;14;3;13;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Uunet.tapn;All3;Satisfied;0.031 s;N/A;14;3;13;AG ((!(deadlock) or Routings.P47 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P47 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Vinaren.tapn;Reach_P9;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P9 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Vinaren.tapn;Waypoint_P3_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P3_visited.P3_visited >= 1 or Routings.P9 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Vinaren.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Vinaren.tapn;All3;Satisfied;0.022 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P9 >= 1) and (P3_visited.P3_visited >= 1 or Routings.P9 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
WideJpn.tapn;Reach_P26;Satisfied;0.03 s;N/A;10;3;9;AG (!(deadlock) or Routings.P26 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
WideJpn.tapn;Waypoint_P22_visited;Satisfied;0.026 s;N/A;10;3;9;AG (P22_visited.P22_visited >= 1 or Routings.P26 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
WideJpn.tapn;LoopFree;Satisfied;0.027 s;N/A;10;3;9;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
WideJpn.tapn;All3;Satisfied;0.026 s;N/A;10;3;9;AG ((!(deadlock) or Routings.P26 >= 1) and (P22_visited.P22_visited >= 1 or Routings.P26 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Xeex.tapn;Reach_P23;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P23 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Xeex.tapn;Waypoint_P19_visited;Satisfied;0.027 s;N/A;7;3;6;AG (P19_visited.P19_visited >= 1 or Routings.P23 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Xeex.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P6_visited.P6_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Xeex.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P23 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P23 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
